Date,PM2.5,PM10,NO2,CO,SO2,O3,tavg,rh,wspd,AQI
2018-10-04,97.4,235.14,48.01,1.34,14.42,45.63,28.6,6.313373253493014,2.5,206.0
2018-10-05,121.12,270.61,53.69,1.62,17.27,44.88,27.8,6.313373253493014,1.9,268.0
2018-10-06,78.87,199.37,44.71,1.23,13.42,32.93,27.1,6.313373253493014,3.4,237.0
2018-10-07,81.14,221.03,44.81,1.25,14.33,42.38,26.4,6.313373253493014,2.7,189.0
2018-10-08,118.6,279.23,56.21,1.51,16.13,51.05,27.5,6.313373253493014,2.5,253.0
2018-10-09,103.26,263.89,54.24,1.59,19.67,52.46,27.8,6.313373253493014,2.9,269.0
2018-10-10,93.36,256.14,47.73,1.51,16.55,43.9,28.8,6.313373253493014,3.6,263.0
2018-10-11,70.42,208.39,37.74,1.02,14.54,37.04,25.3,6.313373253493014,6.2,219.0
2018-10-12,67.93,172.04,44.48,1.13,16.06,42.01,24.8,6.313373253493014,2.4,163.0
2018-10-13,132.93,264.13,49.89,1.41,17.91,42.0,23.8,6.313373253493014,2.0,264.0
2018-10-14,91.88,217.12,47.34,1.3,16.07,40.16,24.2,6.313373253493014,5.4,237.0
2018-10-15,115.96,280.24,55.44,1.61,17.96,44.92,25.7,6.313373253493014,3.2,253.0
2018-10-16,139.18,342.5,64.18,2.2,19.19,54.38,26.2,6.313373253493014,1.9,309.0
2018-10-17,137.29,323.31,52.81,1.93,17.13,44.29,25.6,6.313373253493014,1.9,332.0
2018-10-18,143.2,337.98,57.64,2.47,18.46,44.65,27.2,6.313373253493014,2.0,330.0
2018-10-19,137.73,313.84,54.31,1.66,18.35,51.05,26.4,6.313373253493014,1.7,300.0
2018-10-20,168.87,328.13,54.04,1.55,19.82,47.64,26.0,6.313373253493014,1.5,344.0
2018-10-21,141.15,294.36,55.77,1.52,20.59,42.61,24.8,6.313373253493014,2.7,325.0
2018-10-22,121.65,274.68,55.49,1.55,17.74,41.32,24.5,6.313373253493014,5.6,296.0
2018-10-23,119.4,302.16,63.32,1.84,19.49,44.7,24.8,6.313373253493014,2.2,274.0
2018-10-24,174.04,384.46,77.72,2.52,20.95,56.09,25.9,6.313373253493014,1.4,354.0
2018-10-25,168.82,368.33,72.23,2.35,22.51,62.29,24.5,6.313373253493014,1.5,356.0
2018-10-26,203.12,396.01,74.04,2.72,20.76,53.02,24.1,6.313373253493014,0.7,394.0
2018-10-27,206.05,408.94,77.3,3.14,19.9,52.9,24.2,6.313373253493014,1.8,396.0
2018-10-28,205.0,375.23,57.66,2.45,15.62,52.78,25.0,6.313373253493014,3.2,403.0
2018-10-29,231.83,427.06,62.22,2.67,16.66,53.2,24.2,6.313373253493014,2.5,397.0
2018-10-30,263.39,459.45,70.46,2.9,17.62,50.55,24.3,6.313373253493014,1.0,456.0
2018-10-31,225.17,405.94,68.02,2.91,18.11,47.05,24.1,6.313373253493014,1.7,422.0
2018-11-01,236.67,416.97,71.63,2.97,20.12,45.98,24.1,6.313373253493014,2.6,433.0
2018-11-02,205.44,373.61,65.98,1.99,19.65,46.13,24.6,6.313373253493014,3.5,391.0
2018-11-03,159.56,298.85,47.39,1.43,17.1,45.43,25.2,0.3,7.0,353.0
2018-11-04,97.27,179.85,34.18,1.0,15.01,51.96,24.4,0.0,7.8,238.0
2018-11-05,361.98,500.01,48.25,1.88,14.63,45.0,20.5,6.313373253493014,6.1,424.0
2018-11-06,177.88,312.87,43.78,1.29,15.37,45.01,22.2,6.313373253493014,8.8,411.0
2018-11-07,175.43,300.54,45.14,1.44,19.39,51.22,20.3,6.313373253493014,5.8,317.0
2018-11-08,420.3,509.73,64.57,2.45,26.52,38.35,18.6,6.313373253493014,1.0,452.0
2018-11-09,300.91,440.76,68.25,2.65,17.41,47.94,21.5,6.313373253493014,5.4,487.0
2018-11-10,288.86,447.4,79.5,3.01,18.01,42.55,21.4,6.313373253493014,4.9,430.0
2018-11-11,256.68,425.12,70.55,2.89,16.2,51.68,22.2,6.313373253493014,1.6,454.0
2018-11-12,271.7,464.28,71.88,2.85,17.4,53.37,21.8,6.313373253493014,1.1,437.0
2018-11-13,265.06,441.43,74.72,2.74,18.72,37.8,21.9,6.313373253493014,2.5,454.0
2018-11-14,136.2,225.77,59.36,1.68,16.02,31.95,22.2,7.1,4.6,361.0
2018-11-15,98.53,175.95,47.83,1.29,15.03,32.95,22.2,1.0,3.8,251.0
2018-11-16,138.49,230.56,42.41,1.24,14.2,40.74,21.1,0.0,10.3,302.0
2018-11-17,135.21,255.42,51.93,1.6,14.37,36.97,20.2,6.313373253493014,5.4,292.0
2018-11-18,166.43,313.67,61.82,2.0,16.29,39.51,21.2,6.313373253493014,2.0,330.0
2018-11-19,179.79,319.12,56.73,1.56,16.32,51.15,22.8,6.313373253493014,3.5,340.0
2018-11-20,224.1,374.77,63.96,2.04,16.11,46.03,22.2,6.313373253493014,1.6,367.0
2018-11-21,209.96,349.54,63.79,1.79,14.22,40.22,21.1,6.313373253493014,2.8,396.0
2018-11-22,139.02,292.92,74.93,2.09,16.89,37.22,21.4,6.313373253493014,1.4,317.0
2018-11-23,187.85,331.22,61.06,2.04,16.39,40.01,20.7,6.313373253493014,5.2,356.0
2018-11-24,107.73,223.33,46.57,1.34,15.12,37.48,20.9,6.313373253493014,8.4,296.0
2018-11-25,133.62,268.83,58.16,1.72,16.56,37.17,19.3,6.313373253493014,1.8,266.0
2018-11-26,200.69,362.41,68.3,2.43,20.11,39.8,19.8,6.313373253493014,0.8,349.0
2018-11-27,205.53,378.23,78.94,3.32,18.31,34.02,20.8,6.313373253493014,0.8,396.0
2018-11-28,193.1,356.12,69.6,2.85,15.96,34.61,21.0,6.313373253493014,0.6,363.0
2018-11-29,205.17,363.12,63.68,2.52,12.76,35.79,19.8,6.313373253493014,1.9,384.0
2018-11-30,190.36,340.56,56.74,1.96,13.69,35.79,19.3,6.313373253493014,2.4,365.0
2018-12-01,147.48,297.66,56.43,1.91,14.4,35.45,19.6,6.313373253493014,2.9,335.0
2018-12-02,164.63,331.5,67.18,2.77,16.62,39.35,19.6,6.313373253493014,1.7,329.0
2018-12-03,178.87,356.2,66.91,2.74,16.52,38.44,18.9,6.313373253493014,2.4,356.0
2018-12-04,211.57,393.74,74.17,3.17,16.28,38.12,17.7,6.313373253493014,1.2,394.0
2018-12-05,181.62,345.32,65.87,2.59,15.89,32.33,18.3,6.313373253493014,0.7,374.0
2018-12-06,218.06,395.33,71.73,3.04,16.49,40.87,17.4,6.313373253493014,1.3,385.0
2018-12-07,193.81,353.86,54.83,2.09,14.11,32.45,17.5,6.313373253493014,3.1,376.0
2018-12-08,202.83,358.72,59.06,2.2,15.47,37.6,16.5,6.313373253493014,1.9,366.0
2018-12-09,226.35,388.23,65.3,2.67,18.08,39.85,17.4,6.313373253493014,1.2,389.0
2018-12-10,264.63,453.77,66.58,2.75,16.74,42.51,17.3,6.313373253493014,1.8,431.0
2018-12-11,274.97,461.98,68.87,2.78,15.49,41.9,16.4,6.313373253493014,2.0,464.0
2018-12-12,209.63,327.23,55.1,1.95,14.64,36.34,17.2,0.5,2.5,443.0
2018-12-13,94.29,162.44,42.59,1.21,13.07,24.89,16.4,1.0,2.7,264.0
2018-12-14,113.42,196.85,45.22,1.22,12.5,27.74,15.7,0.0,4.9,248.0
2018-12-15,122.69,211.8,47.31,1.22,13.34,29.58,15.3,6.313373253493014,4.6,274.0
2018-12-16,150.28,252.01,50.86,1.42,15.76,32.7,15.7,6.313373253493014,3.1,295.0
2018-12-17,182.78,322.5,58.08,1.93,16.14,32.85,14.2,6.313373253493014,2.6,338.0
2018-12-18,204.08,339.38,61.34,1.78,17.76,37.13,14.4,6.313373253493014,5.9,370.0
2018-12-19,205.22,351.7,63.77,1.92,17.41,37.05,14.8,6.313373253493014,4.3,370.0
2018-12-20,258.1,429.33,68.97,2.64,17.68,40.5,12.3,6.313373253493014,1.7,423.0
2018-12-21,252.2,403.18,66.03,2.22,15.9,38.38,11.3,6.313373253493014,3.5,422.0
2018-12-22,326.79,502.83,78.71,2.59,18.47,44.98,11.6,6.313373253493014,1.4,468.0
2018-12-23,401.58,560.68,77.63,3.36,18.21,50.65,12.2,6.313373253493014,1.3,557.0
2018-12-24,378.68,546.59,75.26,3.36,17.86,43.25,13.1,6.313373253493014,1.6,577.0
2018-12-25,268.2,399.37,61.2,1.9,14.14,36.37,12.3,6.313373253493014,5.3,475.0
2018-12-26,241.0,366.1,65.2,1.99,15.37,39.09,11.1,6.313373253493014,3.4,405.0
2018-12-27,290.1,453.45,78.43,2.87,18.03,40.96,11.6,6.313373253493014,3.1,458.0
2018-12-28,249.23,387.84,60.59,1.66,14.8,37.38,10.8,6.313373253493014,7.5,413.0
2018-12-29,248.12,399.14,64.97,1.96,16.49,39.29,10.9,6.313373253493014,5.6,420.0
2018-12-30,336.42,503.99,76.89,2.94,19.91,42.87,11.9,6.313373253493014,2.3,484.0
2018-12-31,319.69,494.51,70.54,2.7,17.38,41.44,12.0,6.313373253493014,4.1,509.0
2019-01-01,287.34,461.02,69.46,2.54,17.77,39.58,12.8,6.313373253493014,2.4,475.0
2019-01-02,331.2,515.72,75.06,2.78,18.27,43.3,13.8,6.313373253493014,1.8,501.0
2019-01-03,355.4,519.34,66.2,2.55,15.12,39.77,13.5,6.313373253493014,5.4,537.0
2019-01-04,246.46,388.79,57.53,2.01,13.22,28.75,12.2,6.313373253493014,4.6,432.0
2019-01-05,262.53,411.49,60.35,2.23,15.59,36.33,13.2,6.313373253493014,5.3,440.0
2019-01-06,174.26,254.66,51.94,1.49,13.65,31.48,13.9,2.0,4.6,371.0
2019-01-07,181.74,283.88,52.45,1.57,15.49,27.11,13.2,6.313373253493014,4.7,331.0
2019-01-08,156.26,242.02,48.95,1.31,14.67,27.37,13.6,6.313373253493014,6.5,340.0
2019-01-09,143.66,238.94,49.49,1.3,15.09,30.9,13.5,6.313373253493014,8.2,321.0
2019-01-10,165.95,278.87,58.22,1.75,16.81,30.92,12.2,6.313373253493014,4.2,317.0
2019-01-11,278.95,432.2,76.71,2.9,20.03,35.61,12.7,6.313373253493014,1.7,401.0
2019-01-12,311.03,465.89,85.14,3.11,17.81,39.78,13.8,6.313373253493014,1.8,482.0
2019-01-13,272.45,403.32,66.11,2.36,17.83,37.53,15.8,6.313373253493014,3.2,464.0
2019-01-14,94.44,173.94,42.16,1.04,15.05,31.33,13.3,6.313373253493014,10.6,320.0
2019-01-15,134.57,229.1,52.45,1.37,17.09,29.85,11.2,6.313373253493014,8.9,248.0
2019-01-16,271.96,424.07,83.75,2.58,20.35,33.75,12.2,6.313373253493014,1.9,383.0
2019-01-17,358.91,519.49,84.74,3.13,19.63,39.76,12.8,6.313373253493014,2.1,515.0
2019-01-18,237.22,364.61,68.58,2.06,14.7,30.35,12.8,6.313373253493014,4.4,437.0
2019-01-19,262.68,402.21,77.9,2.35,18.07,34.75,14.8,6.313373253493014,2.8,411.0
2019-01-20,314.59,478.43,106.04,3.66,20.98,45.03,17.5,6.313373253493014,2.0,480.0
2019-01-21,175.49,289.4,63.04,1.83,16.82,32.77,16.4,3.0,9.7,413.0
2019-01-22,53.25,72.61,38.56,1.01,11.87,27.01,14.5,15.0,8.5,174.0
2019-01-23,135.68,211.71,48.14,1.62,14.17,26.51,13.8,27.9,2.8,186.0
2019-01-24,130.59,218.93,44.11,1.44,15.29,30.57,14.8,0.0,3.6,328.0
2019-01-25,81.2,136.43,40.03,1.01,14.62,30.01,13.4,6.1,5.4,188.0
2019-01-26,101.61,169.32,38.43,0.98,14.48,35.41,12.2,0.0,6.5,231.0
2019-01-27,136.47,217.45,45.27,1.1,15.89,33.34,12.9,6.313373253493014,11.5,275.0
2019-01-28,126.48,212.42,49.13,1.06,15.76,33.6,13.3,6.313373253493014,8.5,301.0
2019-01-29,142.0,235.85,51.47,1.24,18.56,33.83,14.1,6.313373253493014,5.9,297.0
2019-01-30,206.14,334.21,63.7,1.76,24.75,35.84,14.2,6.313373253493014,4.5,342.0
2019-01-31,204.25,335.07,65.7,1.9,20.48,37.52,15.5,6.313373253493014,6.6,397.0
2019-02-01,178.68,265.65,50.75,1.34,17.83,33.12,16.3,0.0,5.7,329.0
2019-02-02,177.32,266.3,35.89,1.24,11.55,30.88,12.9,0.0,8.8,338.0
2019-02-03,131.1,209.41,34.53,1.32,11.7,29.44,13.8,6.313373253493014,7.6,323.0
2019-02-04,144.62,248.49,52.85,1.81,14.06,33.42,15.1,6.313373253493014,3.6,301.0
2019-02-05,256.33,408.32,75.89,2.95,22.38,46.33,17.9,6.313373253493014,2.4,398.0
2019-02-06,177.25,270.92,50.55,1.64,15.59,34.4,19.5,0.8,5.7,380.0
2019-02-07,65.65,107.83,30.8,0.84,11.12,30.25,16.5,0.0,17.1,233.0
2019-02-08,72.29,156.6,39.24,0.94,12.66,30.59,14.9,5.1,7.6,136.0
2019-02-09,82.5,165.94,38.31,0.96,13.25,33.55,14.8,0.0,8.9,169.0
2019-02-10,143.31,255.47,49.26,1.36,16.41,33.03,14.8,6.313373253493014,6.5,277.0
2019-02-11,173.61,304.98,58.56,1.78,17.52,37.03,15.6,6.313373253493014,4.4,332.0
2019-02-12,208.64,357.36,66.37,2.09,19.93,43.29,17.5,6.313373253493014,1.7,357.0
2019-02-13,198.26,336.99,70.04,1.94,18.61,43.36,19.3,6.313373253493014,3.0,372.0
2019-02-14,153.73,237.08,53.15,1.42,14.53,32.61,17.7,1.0,7.3,350.0
2019-02-15,123.46,194.76,44.28,1.22,15.38,28.15,17.6,9.9,7.0,275.0
2019-02-16,112.34,181.64,33.33,1.13,12.92,26.45,16.0,0.0,6.8,288.0
2019-02-17,99.27,180.93,42.59,1.09,15.14,34.81,16.8,6.313373253493014,7.9,247.0
2019-02-18,109.11,215.05,56.12,1.18,16.78,33.69,18.4,6.313373253493014,6.6,278.0
2019-02-19,126.12,229.75,55.44,1.56,15.93,36.66,18.7,2.0,4.2,232.0
2019-02-20,102.3,185.4,51.88,1.4,17.16,23.68,18.3,2.0,4.6,305.0
2019-02-21,73.33,178.07,47.15,1.37,20.1,34.41,21.6,0.8,7.5,158.0
2019-02-22,73.9,147.86,33.95,1.07,13.94,28.45,19.1,0.0,12.2,191.0
2019-02-23,56.51,115.07,36.12,0.85,15.66,37.26,17.6,6.313373253493014,15.3,116.0
2019-02-24,89.34,161.89,46.26,1.03,18.99,38.02,17.6,6.313373253493014,8.0,169.0
2019-02-25,92.36,172.59,53.86,1.24,18.07,42.49,16.2,6.313373253493014,3.6,221.0
2019-02-26,59.97,120.3,50.31,0.95,16.88,32.19,15.3,6.313373253493014,6.4,144.0
2019-02-27,47.18,91.52,35.07,0.79,12.52,31.38,14.3,6.313373253493014,5.6,112.0
2019-02-28,96.38,180.46,45.02,1.25,16.98,35.95,14.1,6.313373253493014,7.2,198.0
2019-03-01,93.83,181.26,48.87,1.17,15.81,37.75,16.3,6.313373253493014,5.3,222.0
2019-03-02,109.6,182.54,62.05,1.36,17.96,25.07,15.2,0.5,4.7,227.0
2019-03-03,62.92,105.16,40.61,1.16,13.48,33.59,17.1,9.9,5.7,172.0
2019-03-04,105.93,180.84,40.1,1.54,14.75,38.13,19.1,0.3,5.5,217.0
2019-03-05,68.86,135.4,40.05,1.01,14.26,36.3,18.4,0.0,7.2,173.0
2019-03-06,83.45,168.32,45.3,1.25,15.16,33.71,18.2,6.313373253493014,6.9,189.0
2019-03-07,104.61,212.7,51.9,1.48,16.39,39.32,19.5,6.313373253493014,4.5,228.0
2019-03-08,92.07,199.28,51.75,1.27,17.44,37.86,20.4,6.313373253493014,4.4,220.0
2019-03-09,73.31,162.18,40.84,0.99,17.3,33.51,20.6,0.0,6.3,194.0
2019-03-10,73.98,163.8,44.17,0.96,16.36,44.11,19.6,6.313373253493014,5.4,157.0
2019-03-11,82.17,205.43,52.91,1.24,18.44,42.09,22.8,6.313373253493014,9.2,190.0
2019-03-12,57.28,129.4,37.45,0.93,13.82,37.15,22.1,6.313373253493014,4.7,149.0
2019-03-13,89.17,231.19,57.03,1.27,22.48,33.94,19.7,6.313373253493014,4.1,168.0
2019-03-14,111.2,217.74,48.81,1.36,17.54,28.81,18.6,6.313373253493014,6.1,281.0
2019-03-15,74.88,144.35,41.27,1.0,16.21,33.4,20.2,6.313373253493014,6.1,183.0
2019-03-16,68.64,140.6,40.6,0.92,15.72,43.66,21.6,6.313373253493014,5.8,143.0
2019-03-17,93.61,184.01,46.88,1.07,19.96,42.0,22.1,6.313373253493014,5.9,198.0
2019-03-18,100.32,202.01,50.33,1.19,20.36,43.21,21.8,6.313373253493014,4.0,221.0
2019-03-19,103.77,227.07,55.47,1.29,20.72,40.14,24.1,6.313373253493014,3.1,239.0
2019-03-20,89.82,237.61,54.67,1.35,21.42,40.41,26.9,6.313373253493014,5.8,234.0
2019-03-21,112.29,197.17,34.63,1.34,19.99,46.64,25.6,6.313373253493014,4.2,272.0
2019-03-22,38.43,119.87,32.19,0.74,16.06,46.73,23.9,6.313373253493014,9.3,141.0
2019-03-23,55.62,138.56,34.57,0.89,17.52,52.24,25.0,6.313373253493014,11.0,131.0
2019-03-24,53.28,133.47,34.25,0.82,19.06,42.57,25.1,6.313373253493014,7.8,126.0
2019-03-25,65.0,150.34,34.84,0.93,20.19,36.06,24.4,6.313373253493014,7.2,136.0
2019-03-26,75.82,169.16,40.8,1.04,19.26,41.35,24.2,6.313373253493014,8.5,162.0
2019-03-27,78.37,186.49,49.68,1.22,20.35,43.23,25.1,6.313373253493014,7.8,177.0
2019-03-28,116.55,260.26,60.18,1.76,24.86,48.44,27.1,6.313373253493014,3.0,245.0
2019-03-29,112.67,257.27,60.4,1.8,19.52,46.51,29.4,6.313373253493014,4.1,273.0
2019-03-30,102.27,238.99,53.75,1.51,22.39,51.49,31.4,6.313373253493014,5.6,252.0
2019-03-31,58.96,177.53,38.42,0.94,18.9,48.72,28.8,0.3,10.9,198.0
2019-04-01,59.08,170.14,38.55,0.88,20.09,54.95,27.7,0.0,10.3,153.0
2019-04-02,90.1,211.47,55.76,1.19,24.4,54.67,27.6,6.313373253493014,4.6,194.0
2019-04-03,85.02,206.04,54.91,1.32,21.6,51.06,29.2,6.313373253493014,5.8,208.0
2019-04-04,119.71,270.77,63.62,1.8,29.11,60.25,30.1,6.313373253493014,4.4,260.0
2019-04-05,125.44,281.53,64.7,1.96,28.67,57.0,28.7,6.313373253493014,5.0,284.0
2019-04-06,96.6,303.71,48.72,1.32,23.23,50.84,33.6,0.0,7.0,269.0
2019-04-07,152.91,355.22,44.64,1.49,21.35,53.16,30.8,6.1,9.4,315.0
2019-04-08,81.3,280.23,45.87,1.06,15.1,51.32,29.4,6.313373253493014,7.6,284.0
2019-04-09,87.74,225.5,53.88,1.44,22.03,57.86,30.2,6.313373253493014,5.0,240.0
2019-04-10,101.94,247.53,56.82,1.76,20.84,50.86,32.1,6.313373253493014,5.2,263.0
2019-04-11,70.25,204.19,47.54,1.21,21.51,48.59,32.6,6.313373253493014,5.2,196.0
2019-04-12,61.34,217.0,40.09,1.12,19.48,51.94,30.6,0.5,6.8,202.0
2019-04-13,55.93,175.93,37.89,1.06,20.82,45.3,31.4,0.3,9.4,175.0
2019-04-14,51.51,168.11,36.61,1.02,20.65,41.86,32.2,0.0,7.9,150.0
2019-04-15,54.84,187.59,41.92,1.28,22.2,42.3,33.6,6.313373253493014,7.3,163.0
2019-04-16,59.08,186.75,35.01,1.1,12.59,47.49,26.0,1.0,10.5,206.0
2019-04-17,22.14,62.49,26.84,0.9,11.1,45.44,24.3,1.0,11.7,102.0
2019-04-18,38.92,91.55,39.07,1.01,15.05,50.12,25.8,0.5,6.6,104.0
2019-04-19,71.62,155.39,47.56,1.24,21.22,45.45,27.5,0.0,6.4,151.0
2019-04-20,90.55,193.76,55.28,1.42,26.03,55.67,29.2,6.313373253493014,3.9,199.0
2019-04-21,95.24,219.06,58.95,1.66,22.16,50.13,31.1,6.313373253493014,5.7,225.0
2019-04-22,110.16,255.31,61.72,1.87,29.31,56.24,32.2,6.313373253493014,4.5,246.0
2019-04-23,104.17,277.28,63.45,1.92,25.76,53.24,33.8,6.313373253493014,5.0,257.0
2019-04-24,85.7,262.58,51.58,1.41,19.17,61.45,34.1,6.313373253493014,8.4,232.0
2019-04-25,86.41,274.39,39.89,1.31,17.67,65.26,33.8,6.313373253493014,7.9,251.0
2019-04-26,82.37,244.21,50.69,1.34,26.12,47.45,34.3,6.313373253493014,6.7,223.0
2019-04-27,73.06,301.82,39.8,1.05,21.85,52.16,33.7,6.313373253493014,10.2,248.0
2019-04-28,76.44,285.73,40.9,1.06,20.02,54.0,34.8,6.313373253493014,9.3,269.0
2019-04-29,84.04,274.83,52.04,1.33,23.71,50.32,34.8,6.313373253493014,6.1,256.0
2019-04-30,95.72,284.13,59.32,1.62,26.58,57.54,34.4,6.313373253493014,5.8,257.0
2019-05-01,111.57,323.97,63.15,1.61,27.67,65.95,34.4,6.313373253493014,5.3,285.0
2019-05-02,77.72,282.83,43.19,1.19,18.26,65.33,33.5,6.313373253493014,10.1,275.0
2019-05-03,52.16,149.1,49.82,1.09,17.91,64.36,32.6,0.0,8.4,202.0
2019-05-04,77.96,196.87,59.78,1.26,18.19,46.34,32.1,4.1,8.2,182.0
2019-05-05,101.25,249.97,55.16,1.51,21.93,52.97,32.6,0.0,9.0,231.0
2019-05-06,118.9,295.84,70.81,1.93,23.72,55.91,33.8,6.313373253493014,7.3,267.0
2019-05-07,128.78,378.89,69.77,1.98,22.77,40.32,33.5,6.313373253493014,7.9,310.0
2019-05-08,143.34,415.23,60.85,2.0,25.84,47.34,35.3,6.313373253493014,8.9,389.0
2019-05-09,137.2,414.7,51.13,1.52,23.46,50.71,36.1,6.313373253493014,12.4,390.0
2019-05-10,95.07,320.44,38.05,1.03,17.6,52.66,35.4,6.313373253493014,10.6,333.0
2019-05-11,101.83,289.05,42.02,1.15,21.6,62.02,33.9,0.0,7.8,266.0
2019-05-12,178.22,503.28,40.68,1.22,19.36,57.85,33.4,6.313373253493014,9.5,352.0
2019-05-13,170.81,351.28,50.88,1.51,33.5,67.84,33.3,6.313373253493014,7.2,376.0
2019-05-14,58.22,124.28,37.53,1.02,13.4,54.85,30.8,3.0,6.1,217.0
2019-05-15,84.81,191.04,57.75,1.52,20.93,41.85,29.4,0.0,7.4,194.0
2019-05-16,75.45,218.38,50.99,1.38,15.36,46.97,30.6,2.0,7.2,192.0
2019-05-17,92.53,316.4,45.67,1.31,13.26,46.42,29.6,0.0,6.9,257.0
2019-05-18,44.28,106.51,33.79,1.04,10.93,45.46,28.7,10.9,8.0,176.0
2019-05-19,81.99,162.83,45.8,1.21,17.36,59.34,31.9,0.0,8.2,168.0
2019-05-20,93.97,218.72,56.55,1.35,19.81,53.31,34.0,6.313373253493014,7.4,216.0
2019-05-21,77.78,194.58,47.58,1.21,20.15,55.06,35.3,6.313373253493014,7.1,206.0
2019-05-22,64.24,201.27,51.8,1.5,16.92,38.34,33.4,6.313373253493014,6.9,167.0
2019-05-23,92.4,230.0,52.71,1.49,21.68,55.29,33.7,6.313373253493014,6.8,228.0
2019-05-24,43.86,117.66,40.33,1.21,11.99,31.11,29.8,6.313373253493014,10.4,151.0
2019-05-25,43.66,118.65,34.52,0.99,13.09,51.47,32.5,6.313373253493014,10.3,125.0
2019-05-26,55.13,136.58,41.51,1.06,17.94,59.94,34.2,6.313373253493014,7.6,135.0
2019-05-27,64.66,172.68,53.92,1.28,18.9,53.59,35.1,6.313373253493014,7.6,163.0
2019-05-28,65.82,183.77,61.45,1.3,20.59,54.43,34.6,6.313373253493014,8.6,175.0
2019-05-29,74.8,202.75,65.84,1.45,23.61,57.99,36.6,6.313373253493014,7.8,191.0
2019-05-30,85.21,246.05,71.8,1.75,21.99,49.58,38.2,6.313373253493014,6.2,226.0
2019-05-31,88.57,337.77,56.83,1.47,19.82,58.49,38.7,6.313373253493014,5.7,266.0
2019-06-01,95.4,298.35,57.24,1.56,21.54,64.56,37.6,6.313373253493014,6.3,300.0
2019-06-02,73.36,219.79,32.22,1.07,14.15,60.84,37.3,6.313373253493014,9.0,222.0
2019-06-03,66.94,300.7,30.33,1.03,12.64,60.03,35.9,6.313373253493014,12.3,232.0
2019-06-04,54.95,171.58,36.0,1.14,13.67,65.82,36.7,6.313373253493014,9.3,212.0
2019-06-05,73.35,208.72,42.68,1.29,15.82,59.78,37.5,6.313373253493014,6.7,190.0
2019-06-06,70.61,236.45,44.85,1.13,16.15,61.04,37.7,6.313373253493014,5.7,209.0
2019-06-07,54.81,152.39,35.32,1.11,14.44,74.12,35.0,6.313373253493014,6.9,192.0
2019-06-08,69.75,187.62,51.0,1.47,13.47,63.64,37.9,6.313373253493014,5.1,184.0
2019-06-09,101.05,265.12,62.84,1.86,21.74,69.14,37.4,6.313373253493014,4.7,237.0
2019-06-10,74.48,233.49,61.53,1.63,15.19,55.95,39.2,6.313373253493014,4.8,230.0
2019-06-11,118.38,487.77,49.86,1.41,13.52,39.96,38.6,6.313373253493014,8.7,315.0
2019-06-12,59.86,240.88,30.46,0.92,11.57,62.12,36.0,6.313373253493014,9.7,280.0
2019-06-13,52.66,189.69,34.53,1.03,11.79,52.93,37.0,6.313373253493014,8.1,189.0
2019-06-14,53.79,188.21,37.07,1.07,12.89,59.31,37.6,6.313373253493014,11.1,167.0
2019-06-15,81.86,274.68,47.15,1.18,17.56,57.41,37.9,6.313373253493014,11.2,217.0
2019-06-16,42.06,160.96,20.56,0.8,9.54,46.81,31.5,0.0,16.7,205.0
2019-06-17,40.18,137.08,27.51,0.89,11.07,40.56,30.3,0.5,14.7,126.0
2019-06-18,30.39,84.53,32.32,1.03,8.0,48.99,28.5,10.9,11.1,119.0
2019-06-19,79.96,223.08,37.14,1.12,12.69,61.02,32.2,0.0,5.6,173.0
2019-06-20,42.76,130.88,31.19,0.92,9.7,68.57,33.5,6.313373253493014,5.5,175.0
2019-06-21,71.15,188.16,44.78,1.22,12.23,59.68,35.1,6.313373253493014,4.6,178.0
2019-06-22,68.27,177.16,44.12,1.11,14.97,69.18,35.6,0.0,4.9,185.0
2019-06-23,42.06,126.12,23.02,0.95,10.11,57.33,35.3,6.313373253493014,9.7,153.0
2019-06-24,26.29,85.68,25.93,0.92,10.74,37.78,32.1,6.313373253493014,9.7,118.0
2019-06-25,53.65,119.98,32.24,1.07,11.91,54.02,34.2,6.313373253493014,4.7,131.0
2019-06-26,67.36,155.9,37.39,1.16,12.87,46.26,35.8,6.313373253493014,5.7,161.0
2019-06-27,65.3,230.98,39.94,1.16,13.46,46.84,35.3,6.313373253493014,7.0,169.0
2019-06-28,61.21,239.15,38.37,1.02,14.43,38.39,35.8,6.313373253493014,8.2,207.0
2019-06-29,58.08,271.27,34.56,0.93,11.99,37.99,38.1,6.313373253493014,8.4,223.0
2019-06-30,65.24,270.03,33.03,1.04,12.82,44.4,37.9,6.313373253493014,9.8,234.0
2019-07-01,57.27,189.32,31.09,0.94,12.22,58.0,36.8,6.313373253493014,6.9,195.0
2019-07-02,71.68,233.25,28.13,0.99,12.02,64.82,34.9,6.313373253493014,6.2,202.0
2019-07-03,39.99,113.92,26.57,0.99,9.75,42.31,34.9,6.313373253493014,8.1,162.0
2019-07-04,36.82,87.8,29.23,1.11,9.75,28.2,30.9,0.0,7.4,111.0
2019-07-05,48.6,99.98,34.77,1.2,11.05,22.68,28.8,1.0,5.4,113.0
2019-07-06,34.25,87.5,29.91,1.0,10.18,33.71,33.4,24.9,5.7,99.0
2019-07-07,38.81,91.79,28.87,1.08,10.67,38.66,32.1,0.0,4.9,101.0
2019-07-08,49.12,148.79,32.85,1.15,10.64,35.11,33.7,0.0,5.7,129.0
